,306,画期的,かっきてき,획기적인,問題集,2026/01/20,加藤
,307,目論む,もくろむ,꾀하다 / 계획하다（少し硬めなら 도모하다）,問題集,2026/01/20,加藤
,308,手がかり,てがかり,단서,問題集,2026/01/20,加藤
,309,重宝する,ちょうほうする,유용하다 / 귀하게 쓰이다,問題集,2026/01/20,加藤
,310,シビア,しびあ,엄격하다 / 까다롭다 / 냉정하다（文脈による）,問題集,2026/01/20,加藤
,311,遅延,ちえん,지연,日常,2026/01/23,チョンジェファン
,312,見出し,みだし,표제,画面設計書,2026/01/26,チョンジェファン
,313,項目,こうもく,항목,画面設計書,2026/01/26,チョンジェファン
,314,肩書,かたがき,직함,画面設計書,2026/01/26,チョンジェファン
,315,沿革,えんかく,연혁,画面設計書,2026/01/26,チョンジェファン
,316,派遣,はけん,파견,画面設計書,2026/01/26,チョンジェファン
,317,代表取締役,だいひょうとりしまりやく,대표이사,画面設計書,2026/01/26,チョンジェファン
,318,区切り線,くぎりせん,구분선,画面設計書,2026/01/26,チョンジェファン
,319,現時点での進捗を報告いたします,げんじてんでのしんちょくをほうこくいたします,현재 시점의 진척 상황을 보고하겠습니다.,先生,2026/01/27,加藤
,320,基づく,もとづく,"기초를 두다, 의거하다, 기인하다.",模擬面接,2026/01/27,加藤
,321,経歴,けいれき,경력,スキルシート,2026/01/30,ファンジホ
,322,経験,けいけん,경험,スキルシート,2026/01/30,ファンジホ
,323,風力発電,ふうりょくはつでん,풍력발전,スキルシート,2026/01/30,ファンジホ
,324,システム構成図,しすてむこうせいず,시스템구성도,スキルシート,2026/01/30,ファンジホ
,325,基本設計書,きほんせっけいしょ,기본설계서,スキルシート,2026/01/30,ファンジホ
,326,詳細設計書,しょうさいせっけいしょ,상세설계서,スキルシート,2026/01/30,ファンジホ
,327,ER図,ERず,ER도(Entity Relation Diagram),スキルシート,2026/01/30,ファンジホ
,328,テーブル定義書,テーブルていぎしょ,테이블 정의서,スキルシート,2026/01/30,ファンジホ
,329,マニュアル,まにゅある,메뉴얼,スキルシート,2026/01/30,ファンジホ
,330,手順書,てじゅんしょ,절차서,スキルシート,2026/01/30,ファンジホ
,331,搭載,とうさい,탑재,スキルシート,2026/01/30,ファンジホ
,332,機器配置,ききはいち,기기배치,スキルシート,2026/01/30,ファンジホ
,333,参考資料,さんこうしりょう,참고 자료,スキルシート,2026/01/30,ファンジホ
,334,調整,ちょうせい,조정,スキルシート,2026/01/30,ファンジホ
,335,調査,ちょうさ,조사,スキルシート,2026/01/30,ファンジホ
,336,簡易的,かんいてき,간이적,スキルシート,2026/01/30,ファンジホ
,337,簡略的,かんりゃくてき,간략적,スキルシート,2026/01/30,ファンジホ
,338,組込み,くみこみ,単体の測定器ではなく、機器に内蔵して使用されることを指す,スキルシート,2026/01/30,ファンジホ
,339,適用作業,てきようさぎょう,적용작업,スキルシート,2026/01/30,ファンジホ
,340,起案書,きあんしょ,기안서,スキルシート,2026/01/30,ファンジホ
,341,要件定義書,ようけんていぎしょ,요건정의서,スキルシート,2026/01/30,ファンジホ
,342,仕様確認,しようかくにん,사양확인,スキルシート,2026/01/30,ファンジホ
,343,仕様変更,しようへんこう,사양변경,スキルシート,2026/01/30,ファンジホ
,344,連携画面,れんけいがめん,연계화면,スキルシート,2026/01/30,ファンジホ
,345,更新,こうしん,갱신 ,スキルシート,2026/01/30,ファンジホ
,346,発注,はっちゅう,발주,スキルシート,2026/01/30,ファンジホ
,347,出荷,しゅっか,출하,スキルシート,2026/01/30,ファンジホ
,348,質問の意図を正しく把握する,しつもんのいとをただしくはあくする,질문의 의도를 정확하게 파악하다,先生,2026/02/03,加藤
,349,参画,さんかく,참획(계획에 참여함),スキルシート,2026/02/04,ファンジホ
,350,進捗,しんちょく,진척,スキルシート,2026/02/04,ファンジホ
,351,品質,ひんしつ,품질,スキルシート,2026/02/04,ファンジホ
,352,包括的,ほうかつてき,포괄적,スキルシート,2026/02/04,ファンジホ
,353,全体,ぜんたい,전체,スキルシート,2026/02/04,ファンジホ
,354,方針,ほうしん,방침,スキルシート,2026/02/04,ファンジホ
,355,策定,さくてい,책정,スキルシート,2026/02/04,ファンジホ
,356,課題,かだい,과제,スキルシート,2026/02/04,ファンジホ
,357,解決,かいけつ,해결,スキルシート,2026/02/04,ファンジホ
,358,一貫する,いっかんする,일관하다,スキルシート,2026/02/04,ファンジホ
,359,推進する,すいしんする,추진하다,スキルシート,2026/02/04,ファンジホ
,360,利害,りがい,"이해,이익과 손해, 득 과 실",スキルシート,2026/02/04,ファンジホ
,361,調整,ちょうせい,조정,スキルシート,2026/02/04,ファンジホ
,362,体系的,たいけいてき,체계적,スキルシート,2026/02/04,ファンジホ
,363,複数,ふくすう,복수,スキルシート,2026/02/04,ファンジホ
,364,ステークホルダー,すてーくほるだー,"스테이크홀더,기업의 이해관계자((예: 주주·채권자·거래처·고객 등))",スキルシート,2026/02/04,ファンジホ
,365,スケジュール,すけじゅーる,스케쥴,スキルシート,2026/02/04,ファンジホ
,366,リスク管理,りすくかんり,리스크 관리,スキルシート,2026/02/04,ファンジホ
,367,リード,りーど,리드,スキルシート,2026/02/04,ファンジホ
,368,レビュー,れびゅー,리뷰,スキルシート,2026/02/04,ファンジホ
,369,リリース,りりーす,"릴리스, 배포",スキルシート,2026/02/04,ファンジホ
,370,仕様変更に伴う修正作業をしました。,しようへんこうにともなうしゅせいさぎょうをしました,사양변경에 따른 수정작업을 했습니다. ,スキルシート,2026/02/04,ファンジホ
,371,デプロイ,でぷろい,"디플로이, 開発したアプリケーションやシステムをサーバーなどの実際の運用環境（本番環境）に配置・インストールし、ユーザーが利用可能な状態にするプロセスのことです。",模擬面接,2026/02/04,ファンジホ
,372,エラーハンドリング,えらーはんどりんぐ,"에러 핸들링, 시스템에서 예외 상황이 발생했을 때
프로그램이 멈추지 않도록 제어하고,
사용자·운영자·개발자가 이해할 수 있는 형태로 처리하는 작업",スキルシート,2026/02/05,ファンジホ
,373,ページネーション,ぺーじねーしょん,"페이지네이션, 대량의 데이터를 한 번에 모두 보여주지 않고
일정 개수로 나누어 페이지 단위로 조회·표시하는 방식",スキルシート,2026/02/05,ファンジホ
,374,バリデーション,ばりでーしょん,"바리데이션, 사용자 또는 외부에서 들어온 데이터가
시스템에서 처리 가능한 “정상적인 값”인지
사전에 검증하는 작업",スキルシート,2026/02/05,ファンジホ
,375,入力チェック,にゅうりょくちぇっく,"입력 체크(검증), 사용자가 화면에서 입력한 값이 
최소한의 형식과 조건을 만족하는지
즉시 확인하는 작업",スキルシート,2026/02/05,ファンジホ
,376,リモート,りもーと,리모트(원격),面接,2026/02/05,ファンジホ
,377,影響範囲,えいきょうはんい,영향범위 ,面接,2026/02/05,ファンジホ
,378,不具合,ふぐあい,"부정합, 서로 일치해야 하는 데이터나 상태가 시스템 내에서 어긋난 상태",スキルシート,2026/02/05,ファンジホ
,379,切り分け,きりわけ,"잘라 나누는 것, 분리, 문제(장애)의 원인을 단계적으로 나눠가며
“어디까지는 정상이고, 어디서부터 문제가 발생했는지”를
범위를 좁혀가는 작업",面接,2026/02/05,ファンジホ
,380,原因,げんいん,원인,面接,2026/02/05,ファンジホ
,381,既存,きぞん,기존,面接,2026/02/05,ファンジホ
,382,運営,うんえい,운영,面接,2026/02/05,ファンジホ
,383,遠隔,えんかく,원격,面接,2026/02/05,ファンジホ
,384,常駐,じょうちゅう,상주,面接,2026/02/05,ファンジホ
,385,正常系,せいじょうけい,"정상계(테스트 공정), 사양서에 정의된 조건을 모두 만족하는
정상적인 입력과 흐름으로 처리되는 경우",面接,2026/02/05,ファンジホ
,386,異常系,いじょうけい,"이상계(테스트 공정), 사양에서 허용하지 않는 입력이나 조건으로
에러가 발생해야 하는 경우",面接,2026/02/05,ファンジホ
,387,例外系,れいがいけい,"예외계(테스트 공정), 입력은 정상이나,
시스템 내부 또는 외부 요인으로
예외가 발생하는 경우",面接,2026/02/05,ファンジホ
,388,境界値,きょうかいち,"경계치(테스트 공정), 허용/비허용의 경계에 있는 값",面接,2026/02/05,ファンジホ
,389,認識に相違がないか確認させてください。,にんしきにそういがないかかくにんさせてください,인식에 차이가 없는지 확인 부탁드립니다,ChatGPT,2026/02/05,ファンジホ
,390,原因は現在調査中です。,げんいんはげんざいちょうさちゅうです。,원인은 현재 조사중입니다.,ChatGPT,2026/02/05,ファンジホ
,391,対応,たいおう,대응,面接,2026/02/10,ファンジホ
,392,担当者,たんとうしゃ,담당자,面接,2026/02/10,ファンジホ
,393,優先度,ゆうせんど,유선도,面接,2026/02/10,ファンジホ
,394,期限,きげん,기한,面接,2026/02/10,ファンジホ
,395,納期,のうき,납기,面接,2026/02/10,ファンジホ
,396,フロントエンド,ふろんとえんど,프론트엔드,面接,2026/02/10,ファンジホ
,397,バックエンド,ばっくえんど,백엔드,面接,2026/02/10,ファンジホ
,398,API(エーピーアイ),エーピーアイ,API（Application Programming Interface）,面接,2026/02/10,ファンジホ
,399,CRUD(クラッド),クラッド,CRUD（クラッド）は、データベース管理やシステム開発において必須となる4つの基本機能、Create（生成）、Read（読み取り）、Update（更新）、Delete（削除）の頭文字です,面接,2026/02/10,ファンジホ
,400,Spring/Boot(スプリング・ブット),スプリング・ブット,Spring Boot（スプリング・ブート）は、Javaのデファクトスタンダードである「Spring Framework」をベースに、Webアプリケーションやマイクロサービスの開発を高速・簡単にするためのフレームワークです。,面接,2026/02/10,ファンジホ
,401,ロジック,ろじっく,로직,面接,2026/02/10,ファンジホ
,402,ログイン,ログイン,로그인,面接,2026/02/10,ファンジホ
,403,作成,さくせい,작성,面接,2026/02/10,ファンジホ
,404,登録,とうろく,등록,面接,2026/02/10,ファンジホ
,405,削除,さくじょ,삭제,面接,2026/02/10,ファンジホ
,406,検索,けんさく,검색,面接,2026/02/10,ファンジホ
,407,Search(サーチ),サーチ,서치,面接,2026/02/10,ファンジホ
,408,Insert(インサート),インサート,인서트,面接,2026/02/10,ファンジホ
,409,Update(アップデート),アップデート,업데이트,面接,2026/02/10,ファンジホ
,410,Delete(デリーと),デリーと,딜리트,面接,2026/02/10,ファンジホ
,411,Debug(デバッグ),デバッグ,디버그,面接,2026/02/10,ファンジホ
,412,Properties(プロパティーズ),プロパティーズ,프로퍼티,面接,2026/02/10,ファンジホ
,413,環境設定,かんきょうせってい,환경설정,面接,2026/02/10,ファンジホ
,414,予約,よやく,예약,面接,2026/02/10,ファンジホ
,414,共通,きょうつう,공통,面接,2026/02/10,ファンジホ
,415,取得,しゅとく,습득,面接,2026/02/10,ファンジホ
,416,状況,じょうきょう,상황,面接,2026/02/10,ファンジホ
,417,確認,かくにん,확인,面接,2026/02/10,ファンジホ
,418,日付,ひづけ,날짜,面接,2026/02/10,ファンジホ
,419,顧客,こきゃく,고객,面接,2026/02/10,ファンジホ
,420,顧客の要望に沿って要件定義書を作成しました。,こきゃくのようぼうにそってようけんていぎしょをさくせいしました,고개의 요망에 따라서 요건정의서를 작성하였습니다. ,面接,2026/02/10,ファンジホ
,421,顧客と相談して打合せ日程を決めました。,こきゃくとそうだんしてうちあわせにちじをきめました。,고객 과 상담해서 회의 일정을 정했습니다.,面接,2026/02/10,ファンジホ
,422,,,,,,
,,,,,,,
,403,,,,,,
,404,,,,,,
,404,,,,,,
,405,,,,,,
,406,,,,,,
,407,,,,,,
,408,,,,,,
,409,,,,,,
,410,,,,,,
,401,,,,,,
,402,,,,,,
,403,,,,,,
,404,,,,,,
,404,,,,,,
,405,,,,,,
,406,,,,,,
,407,,,,,,
,408,,,,,,
,409,,,,,,
,410,,,,,,
